EmployeeID,Age,Gender,JobRole,YearsAtCompany,Salary,JobSatisfaction,PerformanceScore,WorkLifeBalance,Left
31526,44,Male,Customer Support Specialist,15,101491,2,1,3,No
31527,52,Male,Business Intelligence Analyst,9,76945,3,2,1,No
31528,54,Female,Business Analyst,10,72741,4,3,5,No
31529,23,Male,Sales Manager,15,85301,3,5,1,No
31530,49,Male,Network Engineer,10,87274,2,3,2,No
31531,53,Female,Data Engineer,28,90261,5,5,1,No
31532,54,Female,Data Scientist,29,49595,4,3,3,No
31533,30,Male,Customer Support Specialist,23,57087,2,2,4,No
31534,50,Male,Data Engineer,25,32694,1,5,5,No
31535,36,Male,Project Manager,7,51277,3,2,4,No
31536,39,Male,Quality Assurance Engineer,12,51987,3,3,1,No
31537,39,Male,Software Developer,17,89717,3,4,2,No
31538,28,Male,Data Scientist,6,107328,1,4,4,No
31539,35,Male,Marketing Analyst,17,74794,2,1,2,No
31540,50,Female,Software Developer,28,92373,1,5,2,No
31541,40,Male,Project Manager,15,61588,2,4,4,Yes
31542,26,Female,Sales Manager,3,82476,2,4,3,No
31543,26,Male,Financial Analyst,2,50982,3,4,3,No
31544,36,Female,Project Manager,8,69344,4,1,5,No
31545,47,Male,Accountant ,19,81831,4,3,2,No
31546,45,Male,UX/UI Designer,7,65580,4,4,4,No
31547,40,Male,Data Engineer,23,30225,3,1,2,No
31548,41,Female,Network Engineer,26,48437,4,5,1,No
31549,30,Male,Data Engineer,21,64109,1,3,1,No
31550,49,Male,Business Analyst,29,81199,5,1,5,No
31551,37,Male,Network Engineer,19,45300,2,3,2,No
31552,32,Male,Accountant ,8,113566,4,3,2,No
31553,55,Male,Data Scientist,2,99294,1,3,5,No
31554,46,Female,Network Engineer,28,61345,1,3,2,No
31555,42,Male,Compliance Analysts,14,92625,5,1,3,No
31556,26,Male,Quality Assurance Engineer,23,36150,5,5,5,No
31557,32,Female,Marketing Analyst,22,65485,5,2,2,No
31558,30,Male,Customer Support Specialist,19,59498,3,3,4,No
31559,32,Male,Business Analyst,28,68499,3,2,5,No
31560,58,Male,Business Analyst,2,52830,1,3,2,No
31561,22,Male,UX/UI Designer,2,85367,5,2,5,No
31562,47,Male,Quality Assurance Engineer,18,36492,5,2,3,No
31563,31,Male,Operations Manager,5,82979,5,1,2,No
31564,40,Female,Project Manager,12,32648,5,2,5,No
31565,37,Male,Financial Analyst,16,45404,3,2,5,No
31566,58,Male,Software Developer,1,40116,2,4,4,No
31567,25,Female,Software Developer,24,39582,3,4,2,No
31568,35,Female,HR Specialist,24,55385,1,5,3,No
31569,51,Male,Compliance Analysts,14,58483,4,5,3,No
31570,28,Male,HR Specialist,12,102358,2,2,5,No
31571,33,Female,Business Analyst,26,54454,3,1,2,No
31572,45,Male,Sales Manager,26,39504,1,1,2,Yes
31573,43,Male,Financial Analyst,11,88021,1,3,4,No
31574,51,Male,Financial Analyst,6,79266,4,5,3,No
31575,41,Male,Business Intelligence Analyst,5,61154,1,4,1,No
31576,47,Male,HR Specialist,2,33982,2,4,3,No
31577,26,Female,Accountant ,7,77523,5,2,3,No
31578,27,Male,Data Scientist,20,119641,4,4,4,Yes
31579,55,Male,Marketing Analyst,8,104641,3,1,3,No
31580,26,Male,Project Manager,5,75877,2,2,5,No
31581,31,Male,Accountant ,10,49170,1,4,4,No
31582,49,Male,Network Engineer,22,102018,1,2,5,No
31583,24,Male,Customer Support Specialist,18,71791,1,3,4,No
31584,34,Male,Network Engineer,26,41949,2,2,2,No
31585,23,Male,HR Specialist,1,63515,2,3,5,No
31586,56,Male,Business Intelligence Analyst,21,38714,4,5,5,No
31587,49,Female,Marketing Analyst,27,54679,4,5,1,No
31588,58,Male,Product Manager,13,116753,2,3,5,No
31589,44,Male,Financial Analyst,20,69088,3,5,4,No
31590,44,Male,Network Engineer,25,100250,4,3,1,No
31591,56,Male,Marketing Analyst,18,99019,4,3,1,No
31592,53,Female,HR Specialist,26,93314,3,2,4,No
31593,23,Male,Data Scientist,14,50483,4,2,5,No
31594,37,Male,Accountant ,29,39760,4,5,2,No
31595,37,Male,Sales Manager,29,93025,2,1,4,No
31596,24,Male,Network Engineer,24,77185,4,2,4,No
31597,49,Male,Accountant ,29,90177,4,2,2,No
31598,50,Female,Sales Manager,11,80912,4,3,5,No
31599,41,Male,Compliance Analysts,18,108804,1,1,3,No
31600,57,Male,Product Manager,15,88709,3,3,1,No
31601,54,Male,Network Engineer,6,40238,4,5,4,No
31602,43,Male,UX/UI Designer,11,30704,3,1,4,No
31603,29,Male,Quality Assurance Engineer,9,83178,4,2,1,Yes
31604,45,Male,Project Manager,11,63419,1,3,1,No
31605,58,Male,Sales Manager,17,63728,5,4,3,No
31606,41,Male,Operations Manager,4,85071,2,3,5,No
31607,33,Female,Software Developer,1,50130,1,3,5,Yes
31608,41,Male,Financial Analyst,4,97098,1,4,1,No
31609,41,Female,Data Scientist,5,107756,4,2,2,No
31610,25,Male,Network Engineer,22,73083,3,4,1,Yes
31611,51,Female,Data Scientist,4,48072,2,4,2,No
31612,52,Male,Accountant ,28,95597,4,5,5,No
31613,43,Male,HR Specialist,9,69361,2,4,1,No
31614,36,Female,Quality Assurance Engineer,27,85649,1,1,5,No
31615,59,Female,Product Manager,28,41975,2,4,1,No
31616,58,Male,Data Engineer,14,110408,2,4,5,No
31617,49,Male,Sales Manager,15,65024,5,3,3,No
31618,32,Male,Software Developer,21,73577,4,4,1,No
31619,35,Female,Operations Manager,13,95140,2,2,1,No
31620,32,Male,Marketing Analyst,15,85872,3,4,4,No
31621,30,Male,Business Intelligence Analyst,8,44105,1,1,1,No
31622,45,Female,Network Engineer,12,67613,1,4,3,No
31623,31,Female,Product Manager,27,79219,4,2,2,No
31624,59,Male,Data Engineer,28,51307,5,4,5,No
31625,58,Male,Network Engineer,24,72703,4,1,5,No
31626,53,Male,Business Intelligence Analyst,19,111196,1,3,4,No
31627,41,Male,Financial Analyst,23,38856,5,2,4,No
31628,35,Female,Product Manager,24,111170,1,4,1,No
31629,59,Male,Accountant ,15,62732,3,3,4,No
31630,25,Male,Data Scientist,12,46640,4,1,4,No
31631,45,Male,Sales Manager,15,102125,1,1,1,No
31632,53,Male,Customer Support Specialist,2,88504,2,2,4,No
31633,31,Female,Customer Support Specialist,1,107369,4,1,1,Yes
31634,37,Male,Quality Assurance Engineer,13,78314,1,5,5,No
31635,53,Male,Accountant ,26,33859,2,4,5,No
31636,39,Female,Business Intelligence Analyst,16,67585,5,5,4,No
31637,46,Female,Marketing Analyst,9,54994,4,1,1,No
31638,28,Male,Business Analyst,3,66586,3,2,2,No
31639,39,Male,Operations Manager,2,99156,4,3,5,No
31640,39,Female,Marketing Analyst,9,31287,2,5,2,No
31641,24,Male,Quality Assurance Engineer,12,43255,4,3,3,No
31642,22,Female,Data Scientist,25,88249,5,1,3,No
31643,54,Male,Network Engineer,11,85791,2,2,2,No
31644,28,Male,Software Developer,7,41362,2,1,2,No
31645,31,Female,Data Scientist,22,107310,3,3,5,No
31646,29,Female,UX/UI Designer,13,35392,3,2,1,No
31647,53,Male,Business Intelligence Analyst,15,90489,3,1,2,No
31648,44,Male,HR Specialist,27,42969,5,5,2,No
31649,38,Female,Sales Manager,3,100229,4,5,5,No
31650,35,Male,Sales Manager,28,87549,1,3,5,No
31651,38,Male,Data Scientist,2,58396,2,2,1,No
31652,46,Male,Software Developer,18,87562,5,3,2,Yes
31653,42,Female,Sales Manager,26,77937,3,2,5,No
31654,27,Female,Business Intelligence Analyst,28,34726,5,5,4,No
31655,41,Male,Data Engineer,4,30011,5,1,1,No
31656,41,Male,Quality Assurance Engineer,28,93966,3,1,5,No
31657,47,Male,Compliance Analysts,1,34571,4,5,4,No
31658,53,Female,Financial Analyst,15,92753,5,1,1,No
31659,29,Male,HR Specialist,1,52257,5,2,2,No
31660,50,Male,Compliance Analysts,7,112254,5,3,5,No
31661,38,Male,Operations Manager,6,62299,5,2,2,No
31662,39,Male,Network Engineer,20,87282,3,3,4,No
31663,39,Male,Data Scientist,13,103214,1,3,4,No
31664,32,Male,Data Scientist,1,58849,3,3,2,No
31665,33,Female,Data Scientist,14,119915,2,4,1,No
31666,36,Male,Software Engineer,10,40459,1,1,5,No
31667,47,Female,Data Engineer,10,51851,2,3,3,No
31668,24,Male,Business Intelligence Analyst,2,107448,3,4,3,No
31669,24,Female,UX/UI Designer,2,104493,3,4,1,No
31670,59,Male,Financial Analyst,25,52210,1,1,2,No
31671,56,Male,Business Analyst,1,85045,1,3,4,No
31672,30,Male,Sales Manager,23,91194,1,1,1,Yes
31673,25,Female,Project Manager,28,72141,1,1,4,No
31674,41,Male,Data Engineer,14,62786,4,3,5,No
31675,36,Female,Data Engineer,23,30050,3,4,3,No
31676,50,Male,Customer Support Specialist,19,44000,1,1,1,No
31677,26,Male,Compliance Analysts,12,79276,5,1,2,No
31678,28,Male,Accountant ,29,35389,2,2,5,No
31679,29,Male,Quality Assurance Engineer,1,75593,2,5,5,No
31680,53,Male,Data Scientist,24,98185,3,5,1,No
31681,57,Male,Financial Analyst,13,80618,1,3,5,No
31682,54,Male,Data Scientist,6,104638,5,3,3,No
31683,58,Female,Software Developer,18,91502,4,5,1,No
31684,53,Female,Business Intelligence Analyst,24,87938,5,1,5,No
31685,57,Male,Quality Assurance Engineer,12,67434,2,1,2,No
31686,55,Male,Project Manager,10,59403,3,1,5,No
31687,46,Male,Project Manager,19,92606,4,5,4,No
31688,53,Male,Quality Assurance Engineer,15,80164,2,2,4,No
31689,23,Female,Compliance Analysts,24,39841,5,4,5,No
31690,30,Male,Software Developer,29,87278,4,2,2,No
31691,59,Male,Accountant ,1,50607,5,5,1,No
31692,50,Female,Data Scientist,29,110347,2,3,1,Yes
31693,59,Male,Accountant ,2,74029,5,4,5,No
31694,39,Male,Sales Manager,19,87248,5,1,3,No
31695,43,Male,Product Manager,8,33997,2,3,4,Yes
31696,56,Male,Software Developer,15,62648,5,1,4,No
31697,36,Female,HR Specialist,9,108926,2,1,1,No
31698,28,Female,Accountant ,20,110706,5,2,3,No
31699,34,Female,UX/UI Designer,2,86476,3,4,3,No
31700,57,Female,Project Manager,25,97451,3,1,5,No
31701,37,Male,Financial Analyst,28,38640,4,1,3,No
31702,42,Male,Business Analyst,10,33964,1,4,2,No
31703,49,Male,Product Manager,15,104776,5,5,4,No
31704,31,Male,Operations Manager,16,80697,5,3,2,No
31705,40,Male,Sales Manager,18,41062,4,4,4,No
31706,38,Male,Sales Manager,25,85314,4,3,2,No
31707,22,Male,Project Manager,13,75028,1,1,3,No
31708,34,Male,UX/UI Designer,17,52041,5,2,5,No
31709,57,Female,Customer Support Specialist,27,79858,5,2,4,No
31710,41,Male,Data Scientist,19,37866,1,2,3,No
31711,27,Female,Data Scientist,4,78372,4,1,1,Yes
31712,44,Female,Marketing Analyst,28,58545,5,5,3,Yes
31713,45,Female,Marketing Analyst,24,106529,5,1,2,No
31714,26,Female,Business Analyst,14,32497,1,5,1,No
31715,53,Male,Financial Analyst,28,92048,4,2,2,No
31716,38,Male,Sales Manager,6,62648,2,4,4,No
31717,32,Male,Software Engineer,13,65781,4,1,5,No
31718,48,Female,Data Scientist,2,82991,2,1,4,No
31719,25,Male,Sales Manager,17,98681,4,5,4,No
31720,44,Male,Operations Manager,6,37545,1,5,5,No
31721,44,Male,Sales Manager,26,64326,3,2,2,No
31722,55,Male,Quality Assurance Engineer,20,33926,3,2,1,No
31723,42,Male,Software Engineer,26,49227,1,1,3,Yes
31724,43,Female,Operations Manager,26,72627,3,5,1,No
31725,22,Female,Software Engineer,11,118225,1,4,4,No
31726,53,Female,Marketing Analyst,25,92581,2,4,4,No
31727,49,Male,Software Engineer,10,45491,1,2,3,No
31728,39,Female,Project Manager,8,67115,3,5,2,No
31729,28,Male,Product Manager,26,57304,4,5,4,No
31730,59,Male,UX/UI Designer,24,104253,4,2,4,No
31731,27,Female,HR Specialist,16,66147,1,2,4,No
31732,35,Female,Business Analyst,13,90967,2,4,1,No
31733,51,Female,Project Manager,14,102888,3,3,3,No
31734,35,Male,Compliance Analysts,27,44030,4,3,2,No
31735,30,Male,Data Scientist,28,54045,1,5,5,No
31736,52,Male,Customer Support Specialist,21,84210,5,2,5,No
31737,23,Female,Business Intelligence Analyst,15,60295,4,5,4,No
31738,39,Male,Software Developer,27,38673,4,2,2,No
31739,26,Male,UX/UI Designer,8,107021,5,5,5,No
31740,47,Male,Compliance Analysts,1,39068,5,2,2,No
31741,44,Male,Network Engineer,29,40577,5,4,1,No
31742,33,Male,Project Manager,8,93649,3,3,2,No
31743,35,Female,Financial Analyst,16,41996,5,2,1,No
31744,34,Male,Compliance Analysts,23,81873,5,1,3,No
31745,56,Female,Business Intelligence Analyst,21,48951,1,2,3,No
31746,36,Male,Compliance Analysts,5,98028,5,3,1,No
31747,56,Female,HR Specialist,1,34347,2,2,5,No
31748,40,Male,Product Manager,16,41334,3,5,2,No
31749,36,Female,Product Manager,16,106394,3,4,2,No
31750,29,Male,Network Engineer,6,84850,4,5,5,No
31751,44,Male,Software Developer,18,106309,1,1,5,No
31752,34,Male,HR Specialist,20,69797,5,4,2,No
31753,44,Male,HR Specialist,7,37494,1,2,4,No
31754,52,Male,UX/UI Designer,23,103913,2,4,5,No
31755,51,Female,Financial Analyst,26,76540,3,3,5,No
31756,23,Male,Project Manager,15,76657,2,3,2,No
31757,32,Male,HR Specialist,4,36009,4,3,1,No
31758,46,Male,Accountant ,24,89512,2,3,5,No
31759,50,Male,Financial Analyst,3,50700,2,1,1,No
31760,43,Male,Software Engineer,13,117832,1,2,2,No
31761,40,Male,Financial Analyst,9,95547,1,1,5,No
31762,30,Male,HR Specialist,13,111910,1,2,5,No
31763,59,Male,Quality Assurance Engineer,12,36714,3,4,5,No
31764,50,Male,HR Specialist,15,109686,1,3,2,No
31765,31,Female,Data Scientist,7,119495,4,5,3,Yes
31766,43,Male,Data Scientist,7,56777,1,5,3,Yes
31767,45,Male,Software Developer,16,73691,2,4,5,No
31768,29,Female,Sales Manager,13,112834,2,3,5,No
31769,27,Female,Data Scientist,5,47705,4,1,3,No
31770,28,Male,Network Engineer,25,114926,3,4,3,No
31771,41,Male,Marketing Analyst,29,48542,2,2,3,No
31772,38,Male,Customer Support Specialist,9,86054,4,5,5,No
31773,57,Male,UX/UI Designer,21,118821,5,1,3,No
31774,29,Female,Project Manager,18,69932,3,1,3,No
31775,34,Female,Sales Manager,3,79574,5,2,2,No
31776,45,Male,Marketing Analyst,21,48597,1,2,1,No
31777,52,Male,Business Analyst,24,99620,3,5,5,No
31778,44,Male,Marketing Analyst,11,68910,3,2,5,No
31779,38,Female,Data Engineer,25,95616,4,3,1,No
31780,45,Female,Financial Analyst,29,108858,2,4,2,No
31781,31,Male,Software Engineer,22,103726,4,2,4,No
31782,52,Female,Product Manager,28,52511,5,3,3,No
31783,41,Female,Network Engineer,8,61061,4,3,5,No
31784,37,Male,Business Intelligence Analyst,20,76730,5,2,2,No
31785,35,Male,Quality Assurance Engineer,20,106993,3,4,4,No
31786,24,Male,Project Manager,19,51497,3,5,3,No
31787,51,Male,Sales Manager,10,52752,2,2,3,No
31788,39,Female,Quality Assurance Engineer,6,77209,1,5,4,No
31789,27,Male,HR Specialist,2,59763,4,2,4,No
31790,41,Male,Operations Manager,7,40205,5,4,1,No
31791,56,Male,Software Engineer,29,88524,4,5,2,No
31792,40,Male,Software Engineer,23,85635,4,1,1,No
31793,47,Male,Quality Assurance Engineer,2,118891,1,3,2,Yes
31794,56,Male,Accountant ,14,64269,5,1,2,No
31795,33,Male,Compliance Analysts,5,73027,3,5,1,No
31796,29,Female,Compliance Analysts,21,74896,1,3,1,No
31797,58,Male,Quality Assurance Engineer,22,99569,4,4,5,No
31798,31,Male,Marketing Analyst,17,111240,1,2,4,No
31799,42,Male,Sales Manager,6,41967,3,1,4,No
31800,50,Male,Sales Manager,3,95625,1,5,2,Yes
31801,52,Male,HR Specialist,29,67821,2,5,5,No
31802,28,Male,Compliance Analysts,4,118984,5,3,4,No
31803,55,Male,Data Scientist,16,45424,1,1,2,No
31804,55,Male,Data Engineer,17,86732,2,2,1,No
31805,51,Male,Accountant ,9,93528,1,3,2,No
31806,25,Female,Sales Manager,1,52857,4,2,3,No
31807,51,Male,Project Manager,10,108281,1,4,5,No
31808,46,Male,Network Engineer,26,72641,2,3,4,No
31809,35,Female,Software Engineer,13,104112,2,5,2,No
31810,45,Female,Customer Support Specialist,16,33976,4,4,2,No
31811,52,Male,Compliance Analysts,11,61161,1,5,2,No
31812,49,Male,Network Engineer,22,55068,4,1,4,No
31813,46,Male,Compliance Analysts,15,96046,5,4,1,No
31814,40,Male,Product Manager,11,109576,3,2,5,No
31815,25,Female,Financial Analyst,29,77592,1,5,3,No
31816,55,Male,Software Engineer,29,83445,3,1,4,No
31817,53,Male,Quality Assurance Engineer,21,89009,2,5,1,No
31818,46,Female,Quality Assurance Engineer,24,86928,5,4,1,No
31819,43,Male,Financial Analyst,3,94243,2,3,3,No
31820,49,Female,Financial Analyst,18,36259,4,3,1,No
31821,39,Male,Business Analyst,28,108641,5,4,5,No
31822,28,Male,Data Scientist,1,117731,2,2,3,No
31823,32,Male,Data Engineer,20,97578,5,4,1,No
31824,32,Male,Quality Assurance Engineer,4,75955,4,2,5,No
31825,30,Male,Customer Support Specialist,29,74398,2,1,2,No
31826,56,Female,Data Scientist,11,111566,2,4,3,No
31827,58,Male,Compliance Analysts,4,61684,3,3,5,No
31828,44,Male,Compliance Analysts,11,95147,5,2,3,No
31829,54,Male,Financial Analyst,13,83233,2,4,3,No
31830,22,Female,Operations Manager,12,89801,5,1,4,No
31831,41,Male,Operations Manager,15,47979,2,3,2,No
31832,26,Female,Customer Support Specialist,15,82489,1,2,4,No
31833,50,Male,Business Intelligence Analyst,28,90646,1,2,3,No
31834,47,Female,Product Manager,17,86659,3,3,5,No
31835,59,Male,Sales Manager,16,98767,2,5,3,No
31836,24,Male,Software Engineer,21,43970,4,5,4,No
31837,42,Male,Network Engineer,3,88411,5,1,4,No
31838,34,Male,Software Engineer,29,47493,2,5,3,No
31839,52,Male,Business Intelligence Analyst,24,81079,3,2,5,No
31840,38,Female,Software Engineer,5,87898,5,3,4,No
31841,56,Male,Software Engineer,20,61284,1,4,2,No
31842,44,Female,UX/UI Designer,18,44626,4,2,1,No
31843,24,Male,Data Engineer,21,66277,2,2,2,No
31844,23,Male,Sales Manager,6,64153,5,4,5,No
31845,24,Male,Financial Analyst,1,98952,1,4,1,No
31846,41,Male,Data Engineer,12,35775,2,2,2,No
31847,30,Female,Software Developer,15,49817,3,3,2,No
31848,25,Female,Business Intelligence Analyst,3,68271,3,5,2,No
31849,46,Male,Data Engineer,8,78556,5,1,2,No
31850,22,Male,Customer Support Specialist,20,73159,5,1,4,Yes
31851,33,Male,UX/UI Designer,22,48564,3,1,2,No
31852,45,Female,Operations Manager,22,65957,1,1,5,No
31853,30,Male,Compliance Analysts,5,103167,4,1,2,No
31854,41,Male,Customer Support Specialist,20,69344,2,1,3,No
31855,26,Male,Compliance Analysts,7,117212,3,2,4,No
31856,41,Male,Accountant ,24,53079,3,3,3,No
31857,42,Male,Compliance Analysts,12,49740,3,4,4,No
31858,23,Male,Marketing Analyst,14,99870,5,3,3,No
31859,42,Male,Operations Manager,26,95428,2,5,2,No
31860,45,Male,Product Manager,18,49833,2,2,5,Yes
31861,30,Male,Financial Analyst,23,51043,1,5,3,No
31862,51,Female,Accountant ,6,61585,4,1,2,No
31863,39,Male,Financial Analyst,10,108513,1,2,5,No
31864,31,Female,Data Engineer,28,42002,1,2,4,No
31865,42,Male,Software Developer,6,32316,3,4,5,No
31866,43,Male,Business Analyst,26,59809,2,5,5,No
31867,38,Female,Software Developer,29,75674,2,2,4,No
31868,26,Female,Software Developer,25,69423,2,3,4,No
31869,27,Male,Compliance Analysts,28,42673,5,4,2,No
31870,31,Male,Operations Manager,2,118878,2,2,3,No
31871,23,Male,Project Manager,1,108030,3,4,2,No
31872,28,Female,Compliance Analysts,5,110037,2,4,3,Yes
31873,25,Male,Product Manager,28,61892,5,1,2,No
31874,58,Male,HR Specialist,9,110947,3,1,2,No
31875,40,Male,Data Engineer,16,82728,5,1,3,No
31876,49,Female,HR Specialist,23,30985,1,5,5,No
31877,41,Female,Project Manager,29,84770,5,2,4,No
31878,51,Male,Operations Manager,25,54855,2,1,4,No
31879,59,Male,UX/UI Designer,7,73275,2,3,5,No
31880,23,Male,HR Specialist,20,75174,4,5,4,Yes
31881,24,Male,Compliance Analysts,17,55859,2,2,1,No
31882,46,Male,Data Engineer,25,84512,3,2,3,No
31883,23,Male,Financial Analyst,17,89826,1,5,5,No
31884,36,Male,Business Intelligence Analyst,4,85617,2,4,4,No
31885,24,Female,Project Manager,24,94015,3,5,3,No
31886,26,Male,Sales Manager,6,85957,2,4,5,No
31887,57,Male,UX/UI Designer,9,105938,5,2,2,No
31888,59,Male,Marketing Analyst,8,119087,4,2,5,Yes
31889,58,Male,Operations Manager,24,94222,2,5,3,No
31890,48,Male,Business Analyst,9,101377,1,2,1,No
31891,26,Male,Quality Assurance Engineer,9,35118,4,2,2,No
31892,38,Male,Network Engineer,8,42108,1,1,2,No
31893,59,Male,HR Specialist,10,109973,1,3,3,No
31894,33,Male,Sales Manager,9,47147,1,2,5,No
31895,52,Female,UX/UI Designer,26,68158,5,2,1,No
31896,54,Female,Quality Assurance Engineer,9,96476,2,3,2,No
31897,50,Female,Financial Analyst,5,69400,2,3,3,No
31898,59,Female,Network Engineer,10,55383,2,1,5,No
31899,24,Male,Data Scientist,16,48249,5,5,4,No
31900,59,Male,Operations Manager,1,88843,3,2,1,No
31901,51,Male,Project Manager,17,83407,3,3,5,No
31902,43,Female,Data Engineer,28,57106,5,3,1,No
31903,59,Male,Marketing Analyst,23,42339,2,1,1,No
31904,53,Male,Product Manager,7,117108,4,2,5,No
31905,31,Male,Software Developer,10,68122,4,5,3,No
31906,53,Male,Accountant ,18,91608,5,5,4,No
31907,25,Male,Customer Support Specialist,13,89030,4,2,1,No
31908,50,Male,Operations Manager,20,76128,3,2,5,No
31909,29,Female,Quality Assurance Engineer,4,33535,3,4,1,No
31910,41,Male,UX/UI Designer,12,36397,2,5,1,No
31911,28,Male,Product Manager,17,50367,1,1,3,No
31912,22,Male,Accountant ,29,85673,5,3,3,No
31913,46,Female,Customer Support Specialist,23,39075,3,1,1,No
31914,47,Male,Financial Analyst,1,53508,2,3,1,No
31915,30,Female,Network Engineer,16,72008,1,2,5,Yes
31916,44,Male,Product Manager,27,82469,1,5,3,No
31917,23,Female,Software Developer,21,84907,1,5,1,No
31918,47,Female,UX/UI Designer,14,99351,1,1,1,No
31919,35,Female,Software Engineer,14,30213,3,2,1,No
31920,52,Male,Product Manager,20,31326,5,5,5,No
31921,47,Male,Quality Assurance Engineer,14,66138,3,2,1,Yes
31922,40,Male,Customer Support Specialist,7,82805,3,2,1,No
31923,59,Male,HR Specialist,1,30886,5,3,5,No
31924,26,Female,Project Manager,10,53627,5,5,1,No
31925,27,Male,Customer Support Specialist,26,102978,3,5,1,No
31926,56,Female,Compliance Analysts,16,98482,5,2,1,No
31927,37,Female,Marketing Analyst,21,114637,1,3,3,No
31928,52,Female,Quality Assurance Engineer,28,47099,4,2,4,No
31929,39,Female,Marketing Analyst,18,50032,4,3,1,No
31930,35,Male,Customer Support Specialist,22,99947,5,1,3,No
31931,46,Male,Sales Manager,12,88072,2,3,1,No
31932,36,Male,Financial Analyst,7,31747,5,5,3,No
31933,47,Male,Software Engineer,21,66170,5,5,4,No
31934,57,Male,Customer Support Specialist,29,46353,4,3,1,No
31935,32,Male,UX/UI Designer,24,41789,2,2,3,No
31936,58,Male,Product Manager,28,69015,3,2,2,No
31937,58,Male,Operations Manager,10,45176,2,1,2,No
31938,28,Female,Compliance Analysts,10,118687,1,1,4,No
31939,39,Male,Network Engineer,9,57278,4,3,1,No
31940,41,Female,Business Analyst,6,42425,3,4,2,No
31941,23,Male,Marketing Analyst,13,99674,5,5,5,No
31942,47,Male,Marketing Analyst,1,92990,3,3,5,No
31943,44,Male,Data Scientist,23,56474,4,4,5,No
31944,53,Female,Data Engineer,17,103928,1,5,1,No
31945,34,Male,Marketing Analyst,18,114513,1,2,3,No
31946,34,Female,Financial Analyst,3,49758,1,5,5,No
31947,38,Female,Financial Analyst,11,113807,5,4,4,No
31948,46,Male,Software Engineer,23,79971,2,1,4,No
31949,43,Male,Compliance Analysts,17,95111,4,3,1,No
31950,48,Male,Financial Analyst,15,43245,4,3,5,No
31951,38,Male,Financial Analyst,6,98592,4,4,2,No
31952,47,Male,Software Developer,4,73144,3,4,2,No
31953,59,Male,Product Manager,29,95133,4,5,4,No
31954,35,Male,Network Engineer,20,82574,4,4,5,No
31955,35,Female,Product Manager,3,34706,4,2,4,No
31956,33,Male,Compliance Analysts,7,114398,2,3,3,No
31957,26,Female,Business Intelligence Analyst,5,94959,2,1,2,No
31958,58,Female,Business Analyst,14,58550,5,5,3,No
31959,25,Male,Software Engineer,24,35064,5,4,3,No
31960,50,Male,Operations Manager,29,111714,2,3,5,No
31961,46,Female,Software Developer,24,82580,4,4,2,No
31962,25,Male,Data Engineer,14,106894,3,4,3,No
31963,37,Male,Software Developer,28,105540,1,2,1,No
31964,23,Female,Quality Assurance Engineer,1,43328,2,3,2,No
31965,44,Male,Marketing Analyst,16,109872,5,5,4,No
31966,25,Female,Project Manager,5,59824,1,3,3,No
31967,41,Male,Product Manager,15,68451,3,4,4,No
31968,38,Male,Sales Manager,20,48284,5,2,5,No
31969,27,Male,Network Engineer,22,81151,4,5,3,No
31970,39,Female,Marketing Analyst,7,83202,1,3,4,No
31971,41,Male,Product Manager,5,61607,5,3,4,No
31972,55,Male,UX/UI Designer,5,55030,5,4,2,No
31973,45,Male,Compliance Analysts,9,69791,2,1,2,Yes
31974,39,Female,UX/UI Designer,8,39409,3,2,4,No
31975,51,Male,Compliance Analysts,8,43527,2,4,2,No
31976,22,Male,Sales Manager,16,83099,1,2,2,No
31977,44,Male,Software Engineer,5,47139,2,3,5,No
31978,50,Female,Product Manager,17,74725,5,3,3,No
31979,53,Female,UX/UI Designer,26,99583,5,2,4,No
31980,23,Female,Quality Assurance Engineer,8,96618,1,2,2,No
31981,57,Male,Operations Manager,18,80872,2,2,2,No
31982,38,Male,Product Manager,29,32415,5,1,2,No
31983,23,Male,Product Manager,14,118174,1,5,5,No
31984,25,Male,Project Manager,28,82774,4,2,3,No
31985,55,Male,Product Manager,12,107895,5,1,2,No
31986,22,Male,Product Manager,19,41612,1,2,1,No
31987,44,Female,Financial Analyst,19,33600,4,5,3,No
31988,27,Male,Project Manager,19,57091,4,1,4,No
31989,37,Female,Customer Support Specialist,12,34300,1,4,4,No
31990,23,Female,Data Scientist,5,33485,1,4,1,No
31991,33,Female,Customer Support Specialist,28,82863,2,1,1,No
31992,48,Male,Data Scientist,29,114043,2,2,2,Yes
31993,40,Male,Quality Assurance Engineer,14,116900,5,1,1,No
31994,49,Male,Compliance Analysts,8,104938,2,1,4,No
31995,56,Female,Quality Assurance Engineer,17,76650,5,5,2,No
31996,25,Male,Marketing Analyst,12,39969,2,4,2,No
31997,28,Male,Software Engineer,28,82912,3,4,5,No
31998,58,Male,Data Scientist,24,75894,5,2,4,No
31999,46,Male,Project Manager,11,69184,2,4,1,Yes
32000,38,Male,Compliance Analysts,6,61377,4,2,2,No
32001,35,Male,Marketing Analyst,28,53918,3,1,4,Yes
32002,58,Male,Software Engineer,15,102501,5,4,1,No
32003,23,Female,Business Analyst,26,115015,2,5,5,No
32004,45,Female,Customer Support Specialist,27,115654,3,2,2,No
32005,36,Female,Software Developer,1,114651,2,2,1,No
32006,54,Male,Quality Assurance Engineer,8,70653,1,2,5,No
